"","Datasets","volume","center_x","center_y","MERFISH_cell_type_annotation","Region","Excitatory_vs_Inhibitory","Segment","Gender","Mouse_ID","AP_position","Section_ID"
"2707604800242100131","20240415",1777.65893554688,3265.04757419601,6122.32283865381,"DM_ex_Zfhx3",2,"excitatory",11,"male","M1",4,"0415_M1_T"
"2796212800111100041","20240613",4371.404296875,6953.75171406753,833.462968907668,"DH_ex_Prkcg/Cck",1,"excitatory",8,"female","F5",3,"0613_F5_S"
"2946331700000012957","20240415",2546.4521484375,10917.7422946098,2442.4277136756,"oligodendrocyte_1",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2795903600158100109","20240613",5065.24853515625,684.199402208131,5673.87730961115,"DH_ex_Maf/Cck",1,"excitatory",10,"male","M4",3,"0613_M4_S"
"2707604800242100101","20240415",3941.185546875,3096.11368180905,6092.94114928646,"M_in_Tfap2b",3,"inhibitory",12,"male","M1",4,"0415_M1_T"
"2787889600453100017","20240503",4214.236328125,8234.67339541484,9139.95191345997,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",4,"0503_M4_T"
"2787889600232100067","20240503",2254.15502929688,6757.03185235255,7540.17287866774,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",4,"0503_M5_T"
"2787445900290100087","20240503",1832.06176757812,8810.03445057292,1930.70725119227,"DM_ex_Zfhx3",2,"excitatory",11,"female","F4",1,"0503_F4_C"
"2707737900008100126","20240415",1617.68090820312,10667.5737786681,7925.80008396716,"endothelial",NA,NA,NA,"female","F1",3,"0415_F1_S"
"2796212801009100041","20240613",2381.9326171875,7571.18622370251,8644.49135632865,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2945606900000006224","20240328",3295.37329101562,708.249854923895,6009.59985366411,"meninges_1",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2707604800061100128","20240415",2010.2568359375,5488.0277020873,3708.73631882342,"oligodendrocyte_2",NA,NA,NA,"male","M1",2,"0415_M1_L"
"2707604700059100115","20240415",2411.68994140625,4902.06101954298,5845.69156632014,"astrocyte_2",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2707604700177100073","20240415",2600.5498046875,4357.54463614512,7350.00045378413,"oligodendrocyte_2",NA,NA,NA,"male","M2",4,"0415_M2_T"
"2787445900168100033","20240503",4810.150390625,5798.37520925899,1046.16858568613,"astrocyte_1",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2707604800361100143","20240415",3605.41796875,1110.65903621487,7919.98510882026,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M1",1,"0415_M1_C"
"2795903600463100030","20240613",2427.81225585938,5879.53814742959,8548.36236249222,"astrocyte_1",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2656144900315100035","20240328",3735.95947265625,6834.18794084301,3301.12857212345,"DM_ex_Zfhx3",2,"excitatory",11,"male","M2",1,"0328_M2_C"
"2787445900264100145","20240503",1766.078125,1469.56859001098,2096.15877785429,"astrocyte_2",NA,NA,NA,"female","F5",3,"0503_F5_S"
"2707604800385100106","20240415",1726.99230957031,2110.60113632085,8082.87655630708,"DH_ex_Reln/Npff",1,"excitatory",1,"male","M1",1,"0415_M1_C"
"2787889600450100291","20240503",1093.01440429688,7256.55665057222,9383.33306728804,"astrocyte_1",NA,NA,NA,"male","M4",4,"0503_M4_T"
"2656144900565100145","20240328",3358.99633789062,11198.708534803,6044.85505560831,"pericyte",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2795103300331100157","20240610",5701.2822265625,4791.79999539425,2583.34906756284,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",4,"0610_M5_T"
"2795903600057100056","20240613",1299.23974609375,1544.25497965163,4362.20389796569,"MV_in_Esrrb",4,"inhibitory",14,"male","M5",3,"0613_M5_S"
"2656144900542200081","20240328",2270.13598632812,12223.2113908523,5630.25721752162,"astrocyte_2",NA,NA,NA,"male","M1",3,"0328_M1_S"
"2796212800716100242","20240613",2210.85205078125,6011.833664665,6283.25402561878,"DH_in_Cdh3",1,"inhibitory",10,"female","F3",4,"0613_F3_T"
"2787445900363100104","20240503",1736.65795898438,8373.24739372975,2570.10927413002,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2946331700000001759","20240415",4377.7822265625,8661.00674490735,613.324185363192,"astrocyte_1",NA,NA,NA,"female","F2",1,"0415_F2_C"
"2656144900503100032","20240328",3176.3525390625,8463.02899508647,5262.66892636717,"astrocyte_1",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2796212800918100098","20240613",6216.88671875,8972.8615809232,7891.48293609705,"oligodendrocyte_2",NA,NA,NA,"female","F4",1,"0613_F4_C"
"2787445900265100058","20240503",3265.64868164062,1811.76560757752,1892.94165140603,"astrocyte_1",NA,NA,NA,"female","F5",2,"0503_F5_L"
"2707604000155100195","20240415",2999.20874023438,5836.24825897545,10447.2268640866,"DH_ex_Prkcg/Nts",1,"excitatory",8,"male","M3",4,"0415_M3_T"
"2796212800979200022","20240613",2875.82934570312,7976.38187318854,8318.17028163644,"DH_ex_Cpne4",1,"excitatory",3,"female","F3",1,"0613_F3_C"
"2787889600318100007","20240503",3686.9755859375,10664.5726379205,7980.71268137725,"microglia",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2656144900141100098","20240328",2608.91650390625,9042.76760075901,1432.81804767123,"oligodendrocyte_1",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2795903600328100169","20240613",3499.9384765625,4629.65261314888,7329.34032977402,"DH_ex_Grpr",1,"excitatory",2,"male","M5",4,"0613_M5_T"
"2707604800281100070","20240415",2983.68481445312,2256.80311517802,6749.50527738547,"meninges_1",NA,NA,NA,"male","M1",4,"0415_M1_T"
"2707604800384100209","20240415",4033.24487304688,1685.58992613491,8159.78225314675,"DH_ex_Prkcg/Cck",1,"excitatory",8,"male","M1",1,"0415_M1_C"
"2787445900267100092","20240503",2582.14282226562,2225.90375108627,1965.03421052295,"astrocyte_1",NA,NA,NA,"female","F5",2,"0503_F5_L"
"2787889600413100020","20240503",2857.36206054688,6955.09019666689,8845.77598527294,"DH_in_Npy2r",1,"inhibitory",9,"male","M4",4,"0503_M4_T"
"2656143800052100293","20240328",2716.27587890625,1598.81917868946,3121.45784240117,"DH_ex_Gpr83",1,"excitatory",2,"male","M3",1,"0328_M3_C"
"2796212800585100299","20240613",1108.77685546875,5126.08685925975,5216.62710474402,"alpha_motoneuron",NA,NA,22,"female","F3",2,"0613_F3_L"
"2795903600321100277","20240613",2556.46533203125,2640.86660343419,7374.65767007353,"DH_ex_Prkcg/Rxfp1",1,"excitatory",6,"male","M4",2,"0613_M4_L"
"2656144900591100033","20240328",2735.60180664062,11299.4326211489,6111.51339672648,"oligodendrocyte_2",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2787445900206100124","20240503",2468.0439453125,5887.92716224724,1424.02321759317,"MV_in_Sema5b",4,"inhibitory",15,"female","F5",1,"0503_F5_C"
"2787445900500100021","20240503",2592.46069335938,5389.95340332761,3586.90486601001,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",4,"0503_F4_T"
"2795103300232100195","20240610",1941.056640625,6471.66848053521,1733.34141951764,"DH_in_Npy",1,"inhibitory",4,"male","M4",2,"0610_M4_L"
"2787889600058200134","20240503",2687.65283203125,8520.04217912769,6254.91134557675,"astrocyte_1",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2787445900163100023","20240503",3806.81274414062,4400.0999871745,1036.34900778363,"visceral_motoneuron",NA,NA,20,"female","F5",4,"0503_F5_T"
"2946331700000011500","20240415",590.085083007812,11433.8542263262,2041.88341878168,"meninges_3",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2707604700082100027","20240415",3486.75903320312,4652.94052084953,6012.6646516904,"endothelial",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2796212800431100106","20240613",1088.15783691406,6846.14841398504,3610.7394794611,"astrocyte_1",NA,NA,NA,"female","F4",2,"0613_F4_L"
"2707604000054100108","20240415",2609.7333984375,7186.05238733208,8327.93332858042,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2796212800569100099","20240613",2887.439453125,9787.32627981342,4722.77011110412,"DH_ex_Maf/Cck",1,"excitatory",10,"female","F5",1,"0613_F5_C"
"2787445900367100123","20240503",3139.107421875,9734.16491658229,2499.68891402593,"DH_ex_Nmu/Tac2",1,"excitatory",8,"female","F4",1,"0503_F4_C"
"2796212800110100199","20240613",3000.8916015625,6732.66890361998,915.283569478663,"DH_in_Cdh3",1,"inhibitory",10,"female","F5",3,"0613_F5_S"
"2795903600642100171","20240613",3833.85522460938,5117.82709338705,10740.3285431079,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",1,"0613_M4_C"
"2796212800431100115","20240613",700.272216796875,6890.41839858424,3617.64710992959,"DH_ex_Prkcg/Cck",1,"excitatory",8,"female","F4",2,"0613_F4_L"
"2796212800409100038","20240613",832.161987304688,9663.1697094515,3316.52273099916,"DH_in_Cdh3",1,"inhibitory",10,"female","F5",4,"0613_F5_T"
"2656143800366100092","20240328",3855.7802734375,5504.34712909418,6440.26501011441,"astrocyte_2",NA,NA,NA,"male","M3",2,"0328_M3_L"
"2707604800361100161","20240415",3167.47436523438,1154.11288465466,7946.28211772605,"astrocyte_1",NA,NA,NA,"male","M1",1,"0415_M1_C"
"2787889600355100039","20240503",2955.130859375,10931.4954542692,8387.55033114061,"oligodendrocyte_2",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2787445900501100104","20240503",3198.87377929688,5667.76550075586,3776.35776474574,"astrocyte_2",NA,NA,NA,"female","F4",4,"0503_F4_T"
"2787889600486100159","20240503",6076.36083984375,7482.34659083025,9631.69488140849,"astrocyte_2",NA,NA,NA,"male","M4",4,"0503_M4_T"
"2795103300179100196","20240610",3098.275390625,1395.23073857154,1513.83411405899,"DH_ex_Maf/Cck",1,"excitatory",10,"male","M4",1,"0610_M4_C"
"2796212800489100033","20240613",1943.34118652344,5179.53355526272,4109.64481538662,"DH_in_Klhl14",1,"inhibitory",10,"female","F3",2,"0613_F3_L"
"2787445900298100111","20240503",2446.45483398438,670.658921275899,2313.70075364943,"oligodendrocyte_1",NA,NA,NA,"female","F5",3,"0503_F5_S"
"2656143800129100070","20240328",2713.03466796875,2320.00086542541,3798.77319553739,"MV_in_Gabra1",4,"inhibitory",16,"male","M3",1,"0328_M3_C"
"2787445900090100042","20240503",1172.96850585938,4604.71605523158,472.993859663082,"DH_ex_Prkcg/Nts",1,"excitatory",8,"female","F5",4,"0503_F5_T"
"2795903600329100108","20240613",1252.025390625,4788.27396800253,7381.54603398874,"DH_ex_Nmu/Tac2",1,"excitatory",8,"male","M5",4,"0613_M5_T"
"2787445900360100031","20240503",2121.22265625,7569.818564057,2450.92739749406,"M_in_Tfap2b",3,"inhibitory",12,"female","F4",1,"0503_F4_C"
"2707604700063100171","20240415",2583.23120117188,6055.44048273776,5912.21963164292,"DH_ex_Reln",1,"excitatory",6,"male","M2",2,"0415_M2_L"
"2707604700084100070","20240415",879.081359863281,5251.0004455263,6034.97126877843,"ependymal",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2707604700093100073","20240415",2058.02124023438,7789.28457082764,6036.67151511309,"DH_in_Cdh3",1,"inhibitory",10,"male","M3",3,"0415_M3_S"
"2796212800355100022","20240613",625.130676269531,3518.17842169246,3041.55888500647,"DH_ex_Reln/Npff",1,"excitatory",1,"female","F3",3,"0613_F3_S"
"2787889600315100232","20240503",1318.10986328125,9903.00511996588,8258.62494712073,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2707604000110100274","20240415",1853.8076171875,6044.13670050188,9578.12705512489,"oligodendrocyte_2",NA,NA,NA,"male","M3",4,"0415_M3_T"
"2796212800421100022","20240613",1183.3623046875,3979.51315535652,3568.12987698452,"DH_ex_Prkcg/Rxfp1",1,"excitatory",6,"female","F3",3,"0613_F3_S"
"2707604000073100035","20240415",3576.15576171875,8076.71168955037,8585.55678543293,"astrocyte_2",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2787445900360100076","20240503",2002.1708984375,7740.85919211293,2517.57226086746,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2726544200048100036","20240422",1896.98193359375,6319.5674669635,1126.71429746354,"oligodendrocyte_precursor_cell",NA,NA,NA,"male","M1",1,"0422_M1_C"
"2787889600229100114","20240503",2171.158203125,6091.61775116634,7503.56309897522,"DH_in_Klhl14",1,"inhibitory",10,"male","M5",4,"0503_M5_T"
"2656144300163100024","20240328",1979.3857421875,8383.47335999543,12138.3572631381,"DH_ex_Sox5",1,"excitatory",5,"female","F2",2,"0328_F2_L"
"2787445900097100031","20240503",1545.958984375,6529.25732048589,512.877739297081,"DH_ex_Reln/Nmur2",1,"excitatory",3,"female","F5",1,"0503_F5_C"
"2787889600421100062","20240503",3367.34643554688,9228.8473276624,8861.02130588252,"endothelial",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2796212800554100093","20240613",1385.81469726562,5531.45766015816,4720.12438197737,"DH_ex_Prkcg/Nts",1,"excitatory",8,"female","F3",2,"0613_F3_L"
"2796212800882100128","20240613",3412.63134765625,7697.82627630606,7557.66855672724,"DH_ex_Maf/Cck",1,"excitatory",10,"female","F3",1,"0613_F3_C"
"2795584800382100074","20240610",2478.85668945312,6400.71443459886,6622.78367681855,"oligodendrocyte_1",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2795584800418100055","20240610",3304.01684570312,6387.73050840065,6888.03400444599,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2707604700318100042","20240415",2392.57373046875,3545.72037260343,8891.32935181941,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2796212800362100090","20240613",4466.060546875,5507.47121908981,3138.21426508948,"microglia",NA,NA,NA,"female","F4",2,"0613_F4_L"
"2787889600408100159","20240503",1998.82250976562,5831.40384874551,9005.97644088061,"M_in_Tfap2b",3,"inhibitory",12,"male","M4",2,"0503_M4_L"
"2656144900505100045","20240328",3485.69775390625,9113.92118117602,5277.51837302804,"MV_in_Esrrb",4,"inhibitory",14,"male","M2",2,"0328_M2_L"
"2726562800280100097","20240422",3794.70166015625,8150.18712622864,5804.36284293667,"DH_ex_Gpr83",1,"excitatory",2,"male","M2",2,"0422_M2_L"
"2787445900546100136","20240503",2118.19604492188,7941.51258548058,4021.66017733188,"oligodendrocyte_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2656144900369100140","20240328",2926.08984375,7259.38507646498,3972.63584362601,"DH_ex_Maf/Cck",1,"excitatory",10,"male","M2",4,"0328_M2_T"
"2656144900529100229","20240328",3399.32153320312,8411.53329599311,5750.79476459946,"endothelial",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2795584800375100070","20240610",1789.66259765625,4377.21940520752,6659.99167329592,"astrocyte_1",NA,NA,NA,"female","F4",4,"0610_F4_T"
"2787445900321100057","20240503",4234.15966796875,7034.76973626553,2238.12074133119,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2656143800052100183","20240328",1106.54248046875,1525.96963379293,3042.47620826081,"astrocyte_1",NA,NA,NA,"male","M3",1,"0328_M3_C"
"2707604800221100090","20240415",3476.05688476562,3191.43915727467,5973.98177070264,"endothelial",NA,NA,NA,"male","M1",4,"0415_M1_T"
"2787889600354100062","20240503",4491.90576171875,10761.8962140949,8358.95897105031,"oligodendrocyte_2",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2707737900095100022","20240415",1592.400390625,9441.11068426196,9864.92908215791,"meninges_2",NA,NA,NA,"female","F1",2,"0415_F1_L"
"2656144900314200074","20240328",3298.875,6457.11512013468,3345.08773635945,"oligodendrocyte_precursor_cell",NA,NA,NA,"male","M2",1,"0328_M2_C"
"2787445900225100191","20240503",3302.08471679688,968.943324208129,1772.74872265017,"astrocyte_1",NA,NA,NA,"female","F5",3,"0503_F5_S"
"2795903600401200061","20240613",1541.79895019531,3145.15344396274,8065.09757712057,"microglia",NA,NA,NA,"male","M4",4,"0613_M4_T"
"2796212800716100105","20240613",3173.98706054688,6063.08977198694,6157.83818338264,"DH_ex_Nmu/Tac2",1,"excitatory",8,"female","F3",4,"0613_F3_T"
"2796212800333100154","20240613",1094.46875,6320.31118264794,2862.94048544997,"DH_ex_Rreb1",1,"excitatory",10,"female","F4",2,"0613_F4_L"
"2656143800392100262","20240328",2381.13232421875,5952.84091100935,6813.02888524591,"MV_in_Gabra1",4,"inhibitory",16,"male","M3",2,"0328_M3_L"
"2795584800385100112","20240610",972.096496582031,7127.75761913037,6630.99070511472,"MV_in_Gm26673",4,"inhibitory",19,"female","F4",2,"0610_F4_L"
"2656144300187100123","20240328",2380.16577148438,8909.24945256659,12590.8100812714,"oligodendrocyte_1",NA,NA,NA,"female","F2",2,"0328_F2_L"
"2796212800854200124","20240613",5452.3994140625,8782.75824464113,7398.89030233922,"astrocyte_2",NA,NA,NA,"female","F4",1,"0613_F4_C"
"2946331700000008820","20240415",2465.50073242188,10320.5457568693,1807.89909127593,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",4,"0415_F2_T"
"2656144300103100104","20240328",1886.17272949219,10937.6327116334,11477.2177452333,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F2",4,"0328_F2_T"
"2796212800889100061","20240613",1648.25866699219,9710.45740138926,7510.56617116393,"DH_in_Cdh3",1,"inhibitory",10,"female","F4",1,"0613_F4_C"
"2787889600230100128","20240503",2132.689453125,6380.86874555505,7517.13650694324,"MV_in_Gabra1",4,"inhibitory",16,"male","M5",4,"0503_M5_T"
"2656144900265100053","20240328",2510.17163085938,7196.46335916023,2799.76460093335,"astrocyte_1",NA,NA,NA,"male","M2",1,"0328_M2_C"
"2656144900008100162","20240328",1328.38366699219,8098.52636348461,169.511943929334,"meninges_1",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2946331700000001474","20240415",3391.74682617188,8139.99043813252,575.585235372011,"astrocyte_1",NA,NA,NA,"female","F2",1,"0415_F2_C"
"2795584800415100082","20240610",3153.47631835938,5400.068110472,6926.04128556789,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",4,"0610_F4_T"
"2656143800080100143","20240328",1976.70520019531,2435.19994715419,3343.69422190345,"astrocyte_1",NA,NA,NA,"male","M3",1,"0328_M3_C"
"2795584800483100061","20240610",1783.86889648438,4372.19606333523,7432.3515919034,"DH_in_Rorb",1,"inhibitory",7,"female","F4",4,"0610_F4_T"
"2656143800468100115","20240328",3376.80395507812,6004.39725338574,7487.90125216535,"DH_ex_Grp",1,"excitatory",6,"male","M3",2,"0328_M3_L"
"2787445900292100108","20240503",1855.92993164062,9364.84769949422,2006.69419748994,"peripheral_glia",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2946331700000008103","20240415",2702.81958007812,8582.49117388303,1671.79641082493,"oligodendrocyte_2",NA,NA,NA,"female","F2",1,"0415_F2_C"
"2707604700044100101","20240415",3679.23022460938,7636.03896832842,5590.58364988666,"endothelial",NA,NA,NA,"male","M3",3,"0415_M3_S"
"2787445900619100038","20240503",1938.13708496094,7673.79451744922,4416.87740624337,"endothelial",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2707604000042100187","20240415",3492.36767578125,7814.94541820488,8095.48949394427,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2656143800265100078","20240328",2829.78100585938,5436.86370054295,5248.82585541625,"astrocyte_2",NA,NA,NA,"male","M3",4,"0328_M3_T"
"2795903600455100075","20240613",2838.63061523438,3711.30274792894,8649.47128434035,"DH_ex_Cpne4",1,"excitatory",3,"male","M4",4,"0613_M4_T"
"2726543700227100037","20240422",4825.390625,1168.53152857369,5536.80906022392,"astrocyte_1",NA,NA,NA,"male","M3",1,"0422_M3_C"
"2796212800333100190","20240613",1159.14733886719,6276.34100198373,2898.00941484747,"DH_in_Cdh3",1,"inhibitory",10,"female","F4",2,"0613_F4_L"
"2656144900480100101","20240328",2514.75146484375,9330.31216800683,5143.57876520693,"oligodendrocyte_2",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2707604000100100091","20240415",3117.47436523438,7333.40966447067,9137.33980962244,"astrocyte_2",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2656144900217100053","20240328",2009.27038574219,8412.56016771495,2179.6875024896,"DH_ex_Nmu/Tac2",1,"excitatory",8,"male","M1",1,"0328_M1_C"
"2707604700091100045","20240415",2224.427734375,7412.94641159193,6021.06188676157,"endothelial",NA,NA,NA,"male","M3",3,"0415_M3_S"
"2656144900236100115","20240328",1310.18029785156,6511.48059008311,2544.11005882229,"astrocyte_1",NA,NA,NA,"male","M2",1,"0328_M2_C"
"2795584800352100059","20240610",3815.96801757812,8118.96328058961,6435.73226130827,"astrocyte_1",NA,NA,NA,"female","F4",3,"0610_F4_S"
"2795584800591100128","20240610",3377.724609375,4224.70168881389,8504.71792687637,"oligodendrocyte_2",NA,NA,NA,"female","F5",1,"0610_F5_C"
"2787445900352100173","20240503",1620.12756347656,5550.20851202065,2687.47299681042,"DH_ex_Prkcg/Cck",1,"excitatory",8,"female","F4",4,"0503_F4_T"
"2795103300232100179","20240610",2922.51831054688,6551.02563078416,1720.37776188861,"DH_ex_Prkcg/Rxfp1",1,"excitatory",6,"male","M4",2,"0610_M4_L"
"2946331700000014942","20240415",1426.06970214844,12325.5744909117,2590.17993810095,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",3,"0415_F2_S"
"2795903600588100114","20240613",2682.3076171875,4503.59054128939,10189.0063125049,"MV_in_Sema5b",4,"inhibitory",15,"male","M4",1,"0613_M4_C"
"2795903600670100068","20240613",2752.75268554688,5676.09065671879,10823.6627643132,"DH_ex_Sox5",1,"excitatory",5,"male","M4",1,"0613_M4_C"
"2795584800101100220","20240610",3024.75122070312,8157.58762690087,4523.89320921426,"MV_in_Gabra1",4,"inhibitory",16,"female","F3",3,"0610_F3_S"
"2795103300120100086","20240610",3354.38623046875,4633.64768154867,830.829318185628,"astrocyte_1",NA,NA,NA,"male","M4",4,"0610_M4_T"
"2787445900089100079","20240503",1339.72680664062,4260.79800965526,541.123887073016,"DH_ex_Maf/Cpne4",1,"excitatory",10,"female","F5",4,"0503_F5_T"
"2787445900438100092","20240503",2542.54321289062,8867.44104855205,3091.38783541392,"astrocyte_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2656144900557200081","20240328",2785.34912109375,9105.43183738901,5895.81540857781,"astrocyte_1",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2795584800389100065","20240610",3201.96508789062,8354.43955386226,6596.7138143785,"astrocyte_1",NA,NA,NA,"female","F4",3,"0610_F4_S"
"2787889600413100068","20240503",2187.12036132812,6969.36673241004,8901.2260885156,"DH_in_Rorb",1,"inhibitory",7,"male","M4",4,"0503_M4_T"
"2795584800374100049","20240610",5045.0693359375,3997.2936364465,6722.92301173465,"astrocyte_2",NA,NA,NA,"female","F4",4,"0610_F4_T"
"2787445900581100113","20240503",3563.8671875,7265.38379506138,4185.86552909373,"endothelial",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2707604700250100104","20240415",3195.84228515625,4830.92257598604,8049.8464053332,"DH_ex_Maf/Slc17a8",1,"excitatory",10,"male","M2",4,"0415_M2_T"
"2787445900861100026","20240503",964.049621582031,2760.86668141535,6378.83769796936,"DM_ex_Zfhx3",2,"excitatory",11,"female","F3",3,"0503_F3_S"
"2795903600114100254","20240613",2579.8798828125,2859.25853538548,5113.40136312577,"astrocyte_1",NA,NA,NA,"male","M5",2,"0613_M5_L"
"2656144900479100024","20240328",4170.2890625,8989.45460894739,5009.77704958183,"oligodendrocyte_2",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2945606900000008782","20240328",1078.43872070312,2333.31573134928,6216.69881089861,"meninges_1",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2787445900098100015","20240503",2154.212890625,6782.83340272098,496.904855662986,"meninges_1",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2795584800354100082","20240610",3720.9716796875,8588.76107055543,6403.04885643109,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",3,"0610_F4_S"
"2945606900000001077","20240328",1712.56213378906,1454.28415537365,4693.47221987581,"astrocyte_2",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2787445900247100107","20240503",1075.62756347656,7133.5887631526,1832.47957472948,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2707604800403100125","20240415",3794.70190429688,1354.92312418538,8385.05009799276,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M1",1,"0415_M1_C"
"2795584800173100249","20240610",1553.77404785156,8181.27370441647,5069.11174991631,"DH_ex_Sox5/Tac1",1,"excitatory",5,"female","F3",3,"0610_F3_S"
"2787445900198100031","20240503",1711.384765625,3774.68395019264,1419.83498734891,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",4,"0503_F5_T"
"2787445900325100069","20240503",3878.33862304688,8172.6641961378,2195.49899828457,"MV_in_Gabra1",4,"inhibitory",16,"female","F4",1,"0503_F4_C"
"2656144300147100265","20240328",3737.390625,10518.5658352428,12116.2001130507,"endothelial",NA,NA,NA,"female","F2",4,"0328_F2_T"
"2945606900000010097","20240328",3454.25952148438,1606.67481553517,6367.28112727127,"oligodendrocyte_2",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2795584800224100042","20240610",1736.52685546875,2428.72551415102,5447.87269729856,"DH_in_Kcnip2",1,"inhibitory",9,"female","F3",1,"0610_F3_C"
"2787445900289100231","20240503",6751.369140625,8387.00699727412,2093.85297973573,"astrocyte_1",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2796212800296200119","20240613",3183.76416015625,5044.48942426872,2648.55674688471,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",3,"0613_F4_S"
"2796212800488100197","20240613",2427.6083984375,5013.75819201395,4257.58103870053,"MV_in_Esrrb",4,"inhibitory",14,"female","F3",2,"0613_F3_L"
"2796212800747100256","20240613",3321.7919921875,5829.30968016852,6539.54374199483,"oligodendrocyte_1",NA,NA,NA,"female","F3",4,"0613_F3_T"
"2796212800375100085","20240613",2917.86206054688,9151.14817700163,3048.64846032835,"DM_ex_Zfhx3",2,"excitatory",11,"female","F5",4,"0613_F5_T"
"2707604000099100079","20240415",3554.25659179688,7024.37795167603,9204.34219471335,"astrocyte_2",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2787889600407100145","20240503",4191.52197265625,5303.65693321498,9023.48563189604,"astrocyte_1",NA,NA,NA,"male","M4",2,"0503_M4_L"
"2707604000086100300","20240415",2850.25366210938,7629.34680702223,9021.64340077869,"DH_in_Npy2r",1,"inhibitory",9,"male","M3",2,"0415_M3_L"
"2656143800392100081","20240328",2288.66430664062,5914.80996439472,6639.60939603802,"MV_in_Gabra1",4,"inhibitory",16,"male","M3",2,"0328_M3_L"
"2707604700362100033","20240415",3474.47045898438,2603.88399794475,9384.94317366462,"astrocyte_1",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2707604800299200029","20240415",1893.966796875,1606.87440690515,7028.80346302083,"meninges_1",NA,NA,NA,"male","M1",1,"0415_M1_C"
"2656144900634100045","20240328",1393.77502441406,8869.96723134963,6662.49445145402,"DH_ex_Gpr83",1,"excitatory",2,"male","M2",2,"0328_M2_L"
"2707604800040200008","20240415",2298.94482421875,5425.93156823469,3295.64826740883,"Schwann_cell",NA,NA,NA,"male","M1",2,"0415_M1_L"
